"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79","Gene80","Gene81","Gene82","Gene83","Gene84","Gene85","Gene86","Gene87","Gene88","Gene89","Gene90","Gene91","Gene92","Gene93","Gene94","Gene95","Gene96","Gene97","Gene98","Gene99","Gene100","Gene101","Gene102","Gene103","Gene104","Gene105","Gene106","Gene107","Gene108","Gene109","Gene110","Gene111","Gene112","Gene113","Gene114","Gene115","Gene116","Gene117","Gene118","Gene119","Gene120","Gene121","Gene122","Gene123","Gene124","Gene125","Gene126","Gene127","Gene128","Gene129","Gene130","Gene131","Gene132","Gene133","Gene134","Gene135","Gene136","Gene137","Gene138","Gene139","Gene140","Gene141","Gene142","Gene143","Gene144","Gene145","Gene146","Gene147","Gene148","Gene149","Gene150","Gene151","Gene152","Gene153","Gene154","Gene155","Gene156","Gene157","Gene158","Gene159","Gene160","Gene161","Gene162","Gene163","Gene164","Gene165","Gene166","Gene167","Gene168","Gene169","Gene170","Gene171","Gene172","Gene173","Gene174","Gene175","Gene176","Gene177","Gene178","Gene179","Gene180","Gene181","Gene182","Gene183","Gene184","Gene185","Gene186","Gene187","Gene188","Gene189","Gene190","Gene191","Gene192","Gene193","Gene194","Gene195","Gene196","Gene197","Gene198","Gene199","Gene200"
"Cell519",0,0,0,310,0,273,284,0,0,0,4649,0,569,0,0,0,1138,17,0,0,0,4555,0,254,247,0,0,0,69,422,0,0,81,763,0,0,0,0,115,0,475,229,0,156,259,6448,0,0,8175,5,0,0,0,0,0,0,0,0,0,0,0,724,47,0,281,0,0,0,2008,0,0,0,0,0,0,0,92,0,134,0,400,0,0,0,0,0,0,0,599,0,75,0,929,0,791,0,0,0,0,691,0,105,50,0,0,0,138,0,0,0,0,515,0,270,0,0,327,6856,541,0,0,0,0,120,0,312,128,436,196,102,0,0,194,211,0,0,0,0,192,205,245,0,81,0,0,0,0,759,0,0,0,305,0,0,1568,153,0,0,620,0,200,1333,107,0,63,176,0,0,0,0,0,0,418,0,0,0,0,131,85,0,104,0,253,0,940,0,13,321,3615,2328,0,0,0,0,10,0,597,1375,0,151
"Cell520",0,0,0,0,0,225,181,0,0,0,2120,0,0,0,0,0,551,0,54,0,0,3105,0,0,0,101,0,126,0,0,0,98,0,346,0,98,0,0,0,0,279,0,23,119,0,4929,0,0,4887,0,255,0,0,0,0,0,0,0,0,0,0,389,0,0,248,0,0,0,1092,0,77,0,0,0,0,0,47,0,105,0,145,21,0,155,0,0,64,0,455,0,0,0,357,0,0,0,0,0,21,313,0,0,0,0,0,0,0,0,0,180,0,492,14,0,0,0,209,4288,331,0,0,0,0,0,0,0,0,283,0,78,0,0,0,0,0,0,0,0,0,117,167,0,0,0,0,0,0,0,0,0,0,0,343,0,1280,103,0,0,502,61,129,0,0,0,0,98,411,0,0,0,0,0,236,0,44,0,11,90,0,0,0,92,0,28,572,18,0,0,1768,1717,0,152,349,0,0,105,0,779,0,0
"Cell521",0,0,0,0,0,167,234,0,128,0,3006,0,0,248,0,0,614,0,0,27,0,0,0,151,175,0,174,0,0,371,0,0,0,473,0,188,0,175,0,0,381,0,0,101,0,6147,0,0,4145,0,0,0,0,0,79,0,0,0,0,11,0,554,0,17,0,0,0,162,433,0,57,0,83,0,0,0,0,93,0,87,225,0,0,337,664,0,144,0,726,0,0,0,544,0,698,0,0,0,13,0,0,0,0,0,0,0,144,0,0,136,0,0,0,0,226,265,236,5642,637,0,0,0,0,84,0,0,0,0,0,0,0,0,145,154,0,54,0,0,165,152,0,0,79,0,0,46,0,0,36,0,54,173,387,89,1609,231,0,0,726,66,0,867,0,0,0,148,533,0,0,0,0,136,369,83,0,0,0,0,0,0,0,0,0,0,1017,0,0,0,1956,3001,0,0,429,0,0,0,253,776,0,79
"Cell522",0,0,0,452,0,478,479,81,268,0,5419,0,741,629,0,0,1512,0,0,29,0,5625,85,376,483,216,270,431,66,634,0,173,70,738,0,232,0,0,0,0,655,0,0,198,213,8693,0,0,9944,0,477,0,0,0,0,0,193,0,0,0,202,917,0,0,477,117,0,359,0,0,0,0,0,0,0,0,0,0,0,127,528,0,36,343,1231,31,355,0,1268,0,113,0,1143,0,1263,0,0,0,0,0,0,211,0,0,30,0,0,0,0,0,0,0,0,334,390,382,390,8094,1085,56,0,0,0,165,0,400,182,773,235,0,0,213,227,0,0,0,0,0,0,227,417,0,0,5,0,0,0,1032,0,0,0,427,817,0,2785,218,0,357,953,0,185,1783,159,0,0,222,824,0,30,0,0,268,525,0,67,0,0,0,169,0,0,0,0,0,1561,0,0,370,4533,5614,0,349,877,0,0,197,0,2081,0,0
"Cell523",0,0,0,429,0,303,212,0,146,0,3909,0,503,407,0,0,831,0,0,0,0,4728,0,221,220,0,261,182,0,419,0,165,0,522,0,0,0,159,129,27,587,0,0,0,190,6282,0,0,7245,9,0,0,0,0,122,0,0,0,0,0,109,0,0,0,0,0,0,214,579,0,77,0,0,0,0,0,64,0,0,114,262,0,0,0,1017,20,233,0,1031,0,0,0,593,0,0,0,21,0,0,0,0,0,25,0,0,0,155,0,0,0,0,0,0,0,0,0,0,5258,661,25,0,0,0,109,51,0,87,0,129,53,0,0,0,0,0,0,0,0,108,156,222,0,0,0,187,0,0,655,0,0,0,347,0,0,1499,161,0,166,906,0,0,1141,107,0,0,163,652,0,0,0,0,0,415,131,0,0,0,0,100,0,0,91,208,0,1062,0,0,384,2758,3253,0,0,441,0,0,171,339,1332,0,0
"Cell524",0,0,0,314,0,225,0,0,131,0,2747,0,878,410,0,0,913,10,0,0,0,3833,37,211,328,0,136,175,0,0,0,136,0,518,19,0,0,0,0,0,0,0,0,0,0,5705,0,0,5377,0,315,0,27,0,0,0,79,0,0,0,0,528,0,0,333,56,0,0,0,0,72,0,157,0,0,0,60,0,81,0,283,0,0,0,0,0,141,0,0,0,0,0,612,0,743,0,0,0,0,474,0,133,0,34,0,0,0,0,0,0,0,225,0,0,0,370,0,6016,402,0,0,0,0,101,0,208,97,490,155,0,0,135,162,0,0,0,0,0,111,0,283,0,0,0,0,20,0,424,74,0,0,345,447,64,1418,0,0,0,371,0,0,1107,0,0,34,0,0,0,0,0,0,60,0,119,0,0,0,0,0,0,0,119,299,0,660,0,0,0,2403,2568,0,203,637,0,0,0,351,1180,0,0
"Cell525",0,0,0,0,0,0,242,0,159,0,3261,0,532,435,0,10,929,0,0,0,0,3812,0,189,0,187,0,0,74,412,0,209,0,586,0,211,56,0,0,0,492,0,0,0,0,7211,0,0,8589,0,0,0,0,0,237,0,119,0,0,0,0,673,49,0,506,46,0,0,2093,0,96,0,0,0,0,0,0,78,0,122,332,0,0,258,787,29,0,0,566,0,0,0,0,0,783,0,0,0,0,642,0,165,0,0,0,0,111,0,23,0,0,395,20,223,0,0,0,7479,463,0,0,0,0,142,0,283,0,0,0,0,0,133,192,198,0,0,0,0,230,325,0,0,0,2,0,0,0,734,0,0,0,0,493,0,1895,123,34,0,672,0,0,1073,149,0,31,0,532,0,0,0,0,0,287,0,64,0,0,201,0,0,0,133,290,40,858,0,0,287,3529,2375,0,215,0,0,0,136,313,1234,0,0
"Cell526",0,0,0,338,0,234,235,0,129,0,3324,0,510,0,0,0,780,0,55,0,43,4427,0,272,0,0,0,151,0,0,0,142,65,506,0,0,0,126,113,27,369,0,0,0,0,6653,0,19,6434,0,0,3,0,0,0,70,0,0,0,0,0,466,31,0,331,54,0,108,501,21,0,0,0,0,0,0,0,0,140,110,267,0,0,0,0,0,239,0,832,0,66,0,666,0,697,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,139,27,264,277,242,296,5315,499,0,0,0,0,0,10,259,0,303,0,166,0,147,140,83,0,0,0,0,156,143,151,0,0,0,155,49,0,655,43,0,0,250,0,0,1502,170,0,172,718,0,0,702,0,0,0,198,0,0,14,0,0,131,515,0,0,0,0,0,0,0,68,0,170,26,793,0,0,0,2438,2409,0,0,314,0,0,0,368,1260,0,107
"Cell527",0,0,0,389,46,0,196,0,267,0,3361,0,897,0,0,0,961,0,0,0,0,3847,0,223,190,156,0,127,0,376,0,0,78,0,0,196,0,71,93,0,415,0,0,0,155,6480,0,0,7153,0,372,0,0,0,0,0,129,0,0,0,89,644,0,36,389,0,0,0,497,0,63,0,0,0,0,0,0,0,0,0,493,0,0,317,895,0,0,0,1005,0,0,0,675,0,887,0,0,0,31,539,0,0,0,0,54,0,0,24,0,0,0,264,0,226,394,399,0,4812,0,0,0,0,0,109,0,237,86,739,0,0,0,0,217,105,0,103,0,48,153,0,206,0,105,0,175,0,0,0,0,0,0,324,622,106,1542,144,0,88,648,0,0,1032,130,0,0,0,0,0,0,0,0,0,311,0,0,0,0,121,169,0,140,232,0,0,0,0,0,0,3217,3328,0,0,433,0,0,0,507,781,0,0
"Cell528",0,0,0,0,0,0,210,0,0,6,2958,0,432,0,0,0,615,0,0,0,0,3926,49,0,263,127,178,0,0,447,0,0,0,0,0,136,37,173,85,0,295,88,0,0,0,4668,0,0,5412,0,249,0,0,0,0,33,109,0,0,0,95,0,0,0,0,0,0,0,341,0,0,27,101,0,0,23,0,0,0,0,260,0,0,236,0,0,0,0,849,0,0,0,780,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,124,31,255,229,347,0,5687,721,0,0,0,0,0,0,0,0,375,116,0,0,0,0,0,0,0,0,29,0,136,222,0,0,0,161,0,0,634,50,29,0,266,381,0,2094,0,0,0,725,0,0,870,0,0,24,181,430,0,0,0,0,0,444,0,0,0,0,0,85,0,76,0,0,23,795,0,0,189,1984,2447,0,111,383,0,0,0,0,1404,0,102
"Cell529",0,0,0,190,0,208,108,0,0,0,1873,0,316,0,0,0,566,21,0,0,0,2248,0,0,0,0,0,0,0,294,0,0,0,240,0,120,26,135,0,0,0,0,0,0,95,3535,0,0,3493,0,0,0,35,0,0,0,0,30,0,0,60,324,0,0,231,0,0,0,1243,0,0,0,86,0,0,0,0,31,0,0,199,0,0,0,518,0,0,0,0,0,0,0,469,6,505,0,0,0,0,296,0,69,0,0,0,0,0,0,0,0,0,0,0,0,159,210,183,4008,260,18,0,0,0,0,0,149,90,0,0,0,0,93,123,70,0,0,0,0,101,94,0,0,0,0,99,0,0,407,0,0,0,222,257,0,1219,90,0,57,0,0,0,748,0,0,0,0,318,0,0,0,0,0,0,0,31,0,0,0,38,0,0,0,151,0,416,14,0,0,1444,0,0,137,395,0,0,64,213,874,0,0
"Cell530",0,55,0,365,0,271,200,0,0,0,3961,0,677,0,0,0,1115,0,0,35,0,5172,55,0,188,128,184,0,0,0,0,86,0,481,0,172,55,0,0,0,521,131,0,0,182,6149,0,0,6165,0,338,0,38,0,147,0,139,0,0,0,112,0,0,0,0,0,0,229,554,0,0,0,0,0,0,0,0,81,0,107,237,0,27,199,667,0,89,0,814,0,70,0,729,0,0,6,0,0,0,477,0,0,0,0,0,0,0,0,0,132,0,0,0,151,276,446,0,5852,0,36,0,0,0,0,47,0,0,719,0,0,0,0,262,136,0,0,0,0,169,185,226,0,83,0,252,0,0,674,0,0,0,351,544,89,1597,121,72,0,733,0,0,1404,0,0,0,0,0,0,37,0,0,0,408,0,0,0,0,101,0,0,66,183,311,0,714,30,0,0,2387,3370,0,188,0,0,0,0,428,949,0,0
"Cell531",0,0,0,279,0,0,170,0,0,0,2480,0,508,350,0,0,0,0,82,0,0,3141,0,282,0,0,0,0,46,304,0,0,0,519,0,0,51,0,0,0,0,144,0,84,123,3934,0,0,5206,0,319,0,0,0,129,0,0,0,0,0,132,0,26,0,0,0,0,0,467,0,37,0,0,32,0,0,0,50,0,67,0,0,0,0,0,0,200,0,983,0,0,8,558,0,0,0,9,0,0,0,0,58,14,0,0,0,156,0,0,0,0,0,15,218,247,0,0,4438,664,0,0,0,0,0,0,221,0,323,0,0,0,83,0,74,0,0,0,0,0,0,175,0,0,0,0,30,0,558,26,0,0,0,304,92,1940,0,47,160,589,0,81,859,0,0,25,169,391,0,0,0,0,202,0,0,0,0,0,0,0,0,0,84,0,0,813,0,0,199,1980,2890,0,164,494,0,0,0,349,1122,0,0
"Cell532",0,0,0,0,0,0,0,0,0,0,2437,0,636,269,0,0,1260,11,0,0,0,3296,0,0,0,0,138,117,0,350,0,154,0,385,0,151,0,66,0,0,346,159,0,0,0,5642,0,0,4735,0,276,0,0,0,88,60,0,0,0,0,0,536,0,0,0,0,0,0,418,0,0,0,0,0,0,13,0,0,136,0,206,0,21,254,664,0,92,0,775,0,48,17,453,0,378,0,0,0,10,482,0,0,0,0,0,0,0,15,0,88,0,0,0,125,185,0,192,4322,297,0,0,0,0,84,20,0,88,561,0,0,0,0,229,0,0,0,0,0,153,0,0,0,76,0,0,0,0,522,48,0,0,204,0,46,1062,0,39,0,0,0,101,775,89,0,17,121,481,0,0,0,0,64,0,0,0,0,0,119,0,0,0,196,262,12,626,0,0,0,2557,0,0,0,355,0,0,0,0,0,0,113
"Cell533",0,43,0,320,0,210,175,0,0,0,3260,0,0,397,0,0,549,0,0,0,0,3850,0,256,178,100,215,170,0,499,0,0,0,418,0,0,46,0,116,0,363,91,0,0,122,5393,0,0,7004,0,0,0,0,0,0,0,84,0,0,0,144,373,0,12,401,0,0,198,583,0,0,0,194,38,0,0,0,70,0,0,0,0,0,242,597,0,249,0,874,0,0,0,537,0,0,0,0,0,0,631,0,100,0,21,0,0,0,0,0,166,0,187,0,257,0,0,259,5876,951,0,0,0,0,72,18,0,0,342,160,168,0,0,131,112,0,0,0,0,194,0,0,0,0,0,102,0,0,618,0,0,0,0,414,86,1796,0,0,0,692,0,0,1142,103,0,59,226,625,0,0,0,0,89,0,0,0,0,0,0,0,0,80,0,210,0,850,0,0,217,2602,3164,29,0,476,0,0,82,392,1171,0,117
"Cell534",49,60,0,406,0,358,281,0,0,0,3450,0,723,551,0,0,1171,0,77,0,0,5264,0,315,0,0,0,205,0,567,0,0,63,0,0,184,0,161,0,31,527,0,0,212,137,7469,0,0,7992,0,0,0,0,0,285,0,0,0,0,0,161,672,0,0,0,0,0,0,2019,0,0,0,0,0,0,65,0,0,0,0,0,0,0,257,919,0,0,0,516,0,75,0,0,0,754,0,28,0,0,635,0,139,0,0,0,0,95,0,0,218,0,541,0,0,0,427,0,7684,678,55,0,15,0,0,0,330,223,467,0,0,0,0,192,0,0,0,0,46,0,312,248,0,0,0,0,0,0,774,0,0,0,0,705,0,1866,202,0,141,861,0,213,1451,103,0,0,0,462,0,32,0,0,0,398,0,43,0,0,0,0,0,116,123,282,0,1107,0,0,360,3569,2970,0,157,742,0,0,0,465,1788,0,107
"Cell535",27,0,0,0,0,0,236,0,177,0,2857,0,610,350,0,0,931,0,0,0,43,4128,0,192,0,0,219,0,0,387,0,0,0,616,0,233,0,202,0,0,0,139,0,0,175,5492,0,18,5694,0,0,0,0,0,0,58,122,60,0,0,0,539,41,0,0,0,0,183,1678,0,0,0,123,10,0,35,57,0,0,0,299,0,0,186,698,0,104,0,606,0,0,0,642,0,678,0,0,0,0,0,0,0,0,0,0,0,112,0,0,228,0,454,0,0,0,410,369,6309,462,30,0,0,0,0,0,0,0,382,0,114,0,0,178,126,0,0,0,0,0,112,214,0,58,0,161,0,0,517,0,0,0,293,432,0,1417,140,15,0,837,0,0,1108,0,0,51,165,664,0,0,0,0,0,395,0,0,0,0,0,63,0,0,78,0,51,0,0,0,0,2743,1775,0,236,0,0,0,0,0,1309,0,0
"Cell536",0,74,0,366,0,0,290,0,207,0,0,0,838,336,0,0,1059,0,0,0,43,4491,32,201,233,126,0,0,0,0,0,0,61,681,0,0,0,0,104,0,379,152,0,152,0,6068,0,35,5528,0,420,4,0,0,0,60,0,0,0,0,174,558,0,15,0,68,0,169,642,0,77,0,0,25,0,0,77,51,0,136,0,0,0,294,858,0,0,0,1101,0,0,0,563,0,676,0,0,0,0,747,0,0,0,49,0,0,115,0,0,0,0,203,38,227,395,460,224,7957,403,39,0,24,0,106,0,311,127,0,0,0,0,0,194,0,0,0,0,0,0,0,236,0,102,0,202,0,0,694,0,0,0,439,449,0,1589,226,0,0,698,0,0,1349,207,0,0,179,578,0,0,0,1,0,403,0,0,0,0,0,159,0,0,247,260,0,716,27,0,209,3335,3402,0,0,650,0,0,0,306,0,0,0
"Cell537",0,49,0,401,0,0,0,0,283,0,2920,0,0,0,0,0,1256,0,0,0,0,4227,0,294,301,0,235,0,0,505,0,0,0,521,0,172,0,63,0,0,492,0,0,172,158,5834,0,0,6894,0,271,0,0,0,112,0,79,0,0,0,128,0,0,0,512,0,0,0,639,0,90,0,0,0,0,34,0,0,0,0,406,0,0,380,575,37,152,0,850,0,57,0,833,0,0,0,0,0,0,493,0,128,40,0,0,0,83,12,28,149,0,215,0,223,438,406,330,6077,0,0,0,0,0,0,26,187,147,766,0,128,0,186,193,122,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,25,0,400,535,136,2193,153,0,0,0,0,148,0,132,0,0,0,659,0,0,0,0,0,261,0,0,0,0,67,136,0,0,0,0,40,0,0,12,0,3968,3054,0,241,617,0,0,0,392,1712,0,129
"Cell538",0,0,0,329,0,213,260,0,125,0,3507,0,547,387,0,0,859,0,0,0,0,4142,73,0,243,141,0,0,0,364,0,0,59,437,0,183,0,168,0,0,432,0,11,195,0,5595,0,0,5937,0,331,0,54,0,162,0,0,0,0,0,0,609,0,0,0,0,0,0,1433,0,0,0,131,0,0,0,41,0,108,0,316,20,0,229,760,0,0,0,411,0,63,0,572,0,603,0,0,0,19,470,0,133,0,0,0,0,68,0,0,0,0,0,0,0,327,330,246,5935,405,0,0,0,0,0,27,266,0,0,0,93,0,146,148,0,0,101,0,32,0,0,0,0,0,0,209,61,0,487,63,0,43,276,415,64,2164,0,83,0,0,0,138,865,0,0,29,211,0,14,0,0,0,263,412,68,43,0,0,0,0,0,107,0,0,0,647,0,0,0,2802,2241,0,171,501,0,0,0,390,0,0,0
"Cell539",0,120,0,0,0,0,243,48,185,0,2470,0,528,521,0,0,860,0,0,36,0,4595,0,190,0,158,0,0,0,0,0,0,53,0,0,0,0,0,97,0,539,0,0,139,125,6156,0,0,6685,0,434,11,0,0,0,0,0,76,0,14,0,0,0,0,364,0,0,140,1616,7,0,0,151,0,0,0,0,57,0,0,225,0,0,252,702,0,165,0,574,0,0,0,902,0,912,0,20,0,0,465,0,0,43,0,0,0,0,0,0,245,0,540,0,283,0,359,258,6171,526,0,0,0,0,109,39,232,98,0,0,106,0,0,0,0,0,0,0,0,179,196,224,0,0,0,0,44,0,738,59,0,0,288,443,0,1994,0,0,113,653,0,0,1082,128,0,0,195,531,0,0,0,0,0,353,0,0,0,0,148,108,0,0,108,238,0,739,0,0,265,2819,1991,0,300,550,0,0,0,410,1375,0,0
"Cell540",0,0,0,248,0,223,195,0,0,0,3645,0,809,248,0,0,1130,0,0,26,22,3634,0,220,0,0,176,0,55,395,0,0,0,494,0,149,0,0,0,31,443,156,0,0,126,6366,0,0,4694,0,0,0,55,0,0,0,122,45,0,0,0,0,0,0,325,0,0,0,429,0,0,0,106,0,0,0,75,0,119,0,229,0,0,288,814,0,158,0,770,0,73,0,576,0,713,0,0,0,0,411,0,126,0,0,0,0,0,0,0,143,0,0,0,152,360,0,251,6151,458,23,0,0,2,0,18,241,122,495,162,132,0,0,199,0,0,0,0,0,129,162,0,0,0,0,0,0,0,0,0,0,0,322,329,0,1368,136,62,0,668,159,0,1235,0,0,0,135,506,0,0,0,0,68,308,88,51,0,0,71,153,0,0,0,195,0,568,0,0,0,2821,3406,0,228,513,0,0,0,411,1053,0,0
"Cell541",0,0,0,313,0,0,155,0,0,0,2017,0,0,284,0,0,0,0,0,0,27,3077,0,139,130,102,0,0,0,295,0,153,0,463,0,0,37,0,0,0,0,0,0,108,0,4304,0,0,4680,0,199,0,0,0,89,0,74,0,0,0,0,436,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,90,0,0,0,0,184,565,0,156,0,877,0,30,8,457,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,202,0,0,0,0,222,3264,0,0,0,15,0,0,0,0,0,334,0,0,0,0,143,0,0,0,0,32,100,0,0,0,0,0,0,0,0,0,52,13,25,0,405,55,1132,116,38,0,586,0,96,0,0,0,0,0,363,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,179,0,1989,0,197,0,0,0,82,0,823,0,0
"Cell542",0,0,0,418,0,0,177,32,0,0,2829,0,0,320,0,0,857,0,0,0,0,3419,0,190,0,0,278,206,0,400,0,109,0,551,0,0,52,152,131,0,442,0,0,202,175,5513,0,0,6538,0,0,0,0,6,0,0,0,0,0,0,0,557,18,0,385,0,0,229,807,0,0,0,0,18,0,30,58,0,0,102,408,0,25,339,0,0,0,0,994,0,0,0,744,0,626,0,0,0,0,0,3,0,0,26,0,0,0,0,20,0,0,0,0,213,348,0,0,6749,731,0,0,0,0,118,0,170,0,0,0,0,0,0,174,112,0,52,0,0,124,0,0,0,0,0,246,30,0,655,0,44,0,317,409,0,1837,0,64,0,0,93,0,864,119,0,0,181,0,0,0,0,0,0,326,105,0,0,0,0,93,0,0,71,194,0,1027,0,0,328,3033,3122,0,171,540,0,0,152,199,978,0,0
"Cell543",0,0,0,206,0,0,129,0,87,0,1923,0,398,0,0,0,582,0,0,0,0,2778,0,153,0,0,119,114,0,244,0,0,0,250,0,80,0,0,0,0,0,0,0,52,0,3812,0,0,4241,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,89,0,0,0,9,62,0,0,0,0,0,0,0,108,0,0,0,450,0,40,0,340,0,0,0,474,0,375,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,402,0,155,245,164,0,3194,286,0,0,0,0,0,0,120,0,272,122,0,0,0,93,0,0,0,0,0,107,153,156,0,38,0,87,0,0,394,0,0,0,186,289,0,972,0,23,0,421,0,127,638,0,0,0,0,403,0,0,0,0,76,0,0,24,0,0,53,70,0,62,0,132,0,326,0,0,186,0,1058,0,0,354,0,0,0,274,797,0,0
"Cell544",24,0,0,281,0,133,235,29,0,0,2267,0,678,240,0,0,797,0,0,0,0,3056,0,232,182,0,0,50,64,360,0,0,0,327,0,114,0,77,0,0,0,0,0,0,85,4627,0,0,5258,0,198,12,0,0,0,0,0,0,0,0,109,361,0,0,225,0,0,146,346,0,0,0,0,0,0,0,0,55,86,50,0,0,27,0,454,0,0,0,709,0,0,0,471,2,617,0,0,0,0,0,0,120,0,0,0,0,61,0,0,0,0,160,0,85,0,236,0,5159,0,0,0,0,0,0,0,0,0,0,0,107,0,104,164,0,0,0,0,0,0,77,0,0,83,0,178,0,0,575,0,0,0,244,302,0,1589,0,0,0,399,0,118,872,0,0,45,0,521,9,0,0,0,58,180,74,0,0,18,102,0,0,0,136,309,0,429,0,0,205,0,2562,0,204,355,0,0,0,263,711,0,120
"Cell545",0,0,0,401,0,0,214,0,146,0,3820,0,516,306,0,0,868,20,0,24,0,4728,0,0,0,0,184,0,0,366,0,0,41,587,0,0,55,0,0,0,462,0,0,150,0,5130,0,0,6969,0,0,0,0,0,176,87,77,0,0,24,75,602,0,23,232,33,0,0,1867,0,0,0,118,0,0,0,0,0,113,130,0,0,0,250,642,0,121,0,0,0,92,0,0,0,0,2,0,0,0,478,0,0,0,0,0,0,141,0,16,223,0,560,0,193,0,304,305,5325,518,0,0,0,0,97,0,0,0,332,181,0,0,113,260,120,0,0,0,0,0,0,0,0,0,0,0,0,0,678,0,0,0,0,355,0,1613,0,0,104,433,0,0,807,0,0,0,131,425,0,0,0,0,0,368,0,75,0,0,0,86,0,90,88,220,0,523,0,0,271,2602,2314,0,0,549,0,0,0,430,965,0,0
"Cell546",0,0,0,301,0,223,217,0,0,0,0,0,0,427,0,0,877,22,65,0,0,3430,0,0,0,0,0,0,0,357,0,0,0,0,0,141,0,151,0,0,326,0,0,0,0,4985,0,0,6066,0,0,0,0,0,0,0,120,0,0,0,0,541,0,0,312,0,0,117,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,521,0,0,0,928,0,0,0,638,0,931,0,0,0,0,451,0,138,0,0,0,0,94,0,0,181,0,0,0,259,237,411,167,5691,690,0,0,0,0,97,0,320,127,349,175,0,0,241,0,0,0,83,0,0,0,104,186,0,0,0,153,0,0,771,0,0,0,0,0,56,1583,118,58,263,526,0,107,795,0,0,0,152,652,0,0,0,0,120,0,0,0,0,0,95,0,0,98,105,225,0,826,20,0,0,2566,2845,0,0,541,0,0,0,322,789,0,0
"Cell547",0,0,0,0,0,0,0,0,106,0,2390,0,472,0,0,0,674,0,86,0,0,0,0,222,241,0,194,0,0,0,0,93,59,440,0,0,0,133,0,0,0,103,0,0,0,4745,0,0,4871,0,286,0,35,0,0,0,0,0,0,0,0,339,0,21,367,42,0,156,431,0,0,0,84,0,0,0,0,0,0,0,153,0,0,163,0,0,190,0,776,0,0,0,609,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,146,349,284,297,4239,701,0,0,0,0,72,0,0,99,0,137,91,0,0,0,0,0,55,0,0,0,167,0,0,0,0,0,0,0,494,0,0,0,289,0,0,1555,80,0,0,748,0,0,1329,0,0,0,0,0,0,0,0,0,172,0,48,0,0,0,0,0,0,0,0,171,0,0,17,0,242,2669,3072,14,0,442,0,0,0,319,978,0,104
"Cell548",0,0,0,422,0,0,210,0,213,0,0,0,958,0,0,0,987,0,0,0,0,6423,0,288,0,156,0,162,0,452,0,0,45,552,0,182,64,0,103,0,458,140,16,133,140,7401,0,0,8229,0,0,0,0,0,107,84,0,0,0,0,143,731,0,0,0,0,0,234,0,0,0,0,143,0,0,28,0,0,0,0,296,0,0,250,687,0,0,0,1028,0,0,0,673,0,0,0,0,0,0,528,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,7610,698,0,0,0,2,68,0,333,125,0,0,0,0,0,0,0,0,118,0,32,0,170,242,0,0,0,0,0,0,703,50,0,0,377,510,0,1861,198,0,0,706,84,172,1197,141,0,0,0,593,0,0,0,0,0,0,121,0,0,0,140,148,0,120,203,263,0,829,0,0,439,3494,4059,35,0,649,0,0,175,399,1616,0,0
"Cell549",0,0,0,264,0,0,0,0,94,0,2059,0,0,348,0,0,533,0,0,0,23,3469,0,0,0,0,0,0,0,0,0,0,0,497,0,0,27,108,0,0,332,86,0,108,126,3272,0,0,4587,0,0,0,0,0,0,51,92,0,0,0,0,256,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,514,0,0,0,396,0,0,0,572,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,454,0,187,204,0,0,4322,377,0,0,0,0,34,0,147,0,0,0,0,0,0,0,121,0,0,0,0,114,0,0,0,0,0,155,0,0,575,45,0,0,217,275,55,1561,117,35,96,497,0,0,658,74,0,27,0,461,0,0,0,0,95,325,0,26,0,0,81,97,0,0,0,238,0,542,0,0,0,2207,1993,0,0,359,0,0,0,0,828,0,83
